Payor,Recipient,Trans
ar,ar,0
ar,au,0
ar,be,0
ar,br,0
ar,ch,0
ar,cl,0
ar,cn,0
ar,co,0
ar,cz,0
ar,dn,0
ar,fn,0
ar,fr,0
ar,ge,0
ar,hk,0
ar,hu,0
ar,id,0
ar,in,0
ar,it,0
ar,ja,0
ar,ko,0
ar,me,0
ar,ne,0
ar,no,0
ar,pe,0
ar,pl,0
ar,po,0
ar,ru,0
ar,sa,0
ar,si,0
ar,sp,0
ar,sw,0
ar,sz,0
ar,tu,0
ar,ua,0
ar,uh,0
ar,uk,0
ar,us,66570
au,ar,0
au,au,0
au,be,0
au,br,0
au,ch,0
au,cl,0
au,cn,0
au,co,0
au,cz,0
au,dn,0
au,fn,0
au,fr,0
au,ge,0
au,hk,0
au,hu,0
au,id,0
au,in,0
au,it,0
au,ja,0
au,ko,0
au,me,0
au,ne,0
au,no,0
au,pe,0
au,pl,0
au,po,0
au,ru,0
au,sa,0
au,si,0
au,sp,0
au,sw,0
au,sz,0
au,tu,0
au,ua,0
au,uh,0
au,uk,0
au,us,728836
be,ar,0
be,au,0
be,be,0
be,br,0
be,ch,0
be,cl,0
be,cn,0
be,co,0
be,cz,0
be,dn,0
be,fn,0
be,fr,0
be,ge,0
be,hk,0
be,hu,0
be,id,0
be,in,0
be,it,0
be,ja,0
be,ko,0
be,me,0
be,ne,0
be,no,0
be,pe,0
be,pl,0
be,po,0
be,ru,0
be,sa,0
be,si,0
be,sp,0
be,sw,0
be,sz,0
be,tu,0
be,ua,0
be,uh,0
be,uk,205046
be,us,0
br,ar,0
br,au,0
br,be,0
br,br,1792028
br,ch,0
br,cl,0
br,cn,0
br,co,0
br,cz,0
br,dn,0
br,fn,0
br,fr,0
br,ge,0
br,hk,0
br,hu,0
br,id,0
br,in,0
br,it,0
br,ja,0
br,ko,0
br,me,0
br,ne,0
br,no,0
br,pe,0
br,pl,0
br,po,0
br,ru,0
br,sa,0
br,si,0
br,sp,0
br,sw,0
br,sz,0
br,tu,0
br,ua,0
br,uh,0
br,uk,0
br,us,673154
ch,ar,0
ch,au,0
ch,be,0
ch,br,0
ch,ch,0
ch,cl,0
ch,cn,0
ch,co,0
ch,cz,0
ch,dn,0
ch,fn,0
ch,fr,0
ch,ge,0
ch,hk,788799
ch,hu,0
ch,id,0
ch,in,0
ch,it,0
ch,ja,0
ch,ko,0
ch,me,0
ch,ne,0
ch,no,0
ch,pe,0
ch,pl,0
ch,po,0
ch,ru,0
ch,sa,0
ch,si,0
ch,sp,0
ch,sw,0
ch,sz,0
ch,tu,0
ch,ua,0
ch,uh,0
ch,uk,0
ch,us,211633
cl,ar,0
cl,au,0
cl,be,0
cl,br,0
cl,ch,0
cl,cl,0
cl,cn,0
cl,co,0
cl,cz,0
cl,dn,0
cl,fn,0
cl,fr,0
cl,ge,0
cl,hk,0
cl,hu,0
cl,id,0
cl,in,0
cl,it,0
cl,ja,0
cl,ko,0
cl,me,0
cl,ne,0
cl,no,0
cl,pe,0
cl,pl,0
cl,po,0
cl,ru,0
cl,sa,0
cl,si,0
cl,sp,0
cl,sw,0
cl,sz,0
cl,tu,0
cl,ua,0
cl,uh,0
cl,uk,0
cl,us,82643
cn,ar,0
cn,au,0
cn,be,0
cn,br,0
cn,ch,0
cn,cl,0
cn,cn,0
cn,co,0
cn,cz,0
cn,dn,0
cn,fn,0
cn,fr,0
cn,ge,0
cn,hk,0
cn,hu,0
cn,id,0
cn,in,0
cn,it,0
cn,ja,0
cn,ko,0
cn,me,0
cn,ne,0
cn,no,0
cn,pe,0
cn,pl,0
cn,po,0
cn,ru,0
cn,sa,0
cn,si,0
cn,sp,0
cn,sw,0
cn,sz,0
cn,tu,0
cn,ua,0
cn,uh,0
cn,uk,0
cn,us,146438
co,ar,0
co,au,0
co,be,0
co,br,0
co,ch,0
co,cl,0
co,cn,0
co,co,0
co,cz,0
co,dn,0
co,fn,0
co,fr,0
co,ge,0
co,hk,0
co,hu,0
co,id,0
co,in,0
co,it,0
co,ja,0
co,ko,0
co,me,0
co,ne,0
co,no,0
co,pe,0
co,pl,0
co,po,0
co,ru,0
co,sa,0
co,si,0
co,sp,0
co,sw,0
co,sz,0
co,tu,0
co,ua,0
co,uh,0
co,uk,0
co,us,128941
cz,ar,0
cz,au,0
cz,be,0
cz,br,0
cz,ch,0
cz,cl,0
cz,cn,0
cz,co,0
cz,cz,0
cz,dn,0
cz,fn,0
cz,fr,0
cz,ge,0
cz,hk,0
cz,hu,0
cz,id,0
cz,in,0
cz,it,0
cz,ja,0
cz,ko,0
cz,me,0
cz,ne,0
cz,no,0
cz,pe,0
cz,pl,0
cz,po,0
cz,ru,0
cz,sa,0
cz,si,0
cz,sp,0
cz,sw,0
cz,sz,0
cz,tu,0
cz,ua,0
cz,uh,0
cz,uk,42586
cz,us,0
dn,ar,0
dn,au,0
dn,be,0
dn,br,0
dn,ch,0
dn,cl,0
dn,cn,0
dn,co,0
dn,cz,0
dn,dn,0
dn,fn,0
dn,fr,0
dn,ge,0
dn,hk,0
dn,hu,0
dn,id,0
dn,in,0
dn,it,0
dn,ja,0
dn,ko,0
dn,me,0
dn,ne,0
dn,no,0
dn,pe,0
dn,pl,0
dn,po,0
dn,ru,0
dn,sa,0
dn,si,0
dn,sp,0
dn,sw,171751
dn,sz,0
dn,tu,0
dn,ua,0
dn,uh,0
dn,uk,114501
dn,us,0
fn,ar,0
fn,au,0
fn,be,0
fn,br,0
fn,ch,0
fn,cl,0
fn,cn,0
fn,co,0
fn,cz,0
fn,dn,0
fn,fn,0
fn,fr,0
fn,ge,0
fn,hk,0
fn,hu,0
fn,id,0
fn,in,0
fn,it,0
fn,ja,0
fn,ko,0
fn,me,0
fn,ne,0
fn,no,0
fn,pe,0
fn,pl,0
fn,po,0
fn,ru,0
fn,sa,0
fn,si,0
fn,sp,0
fn,sw,0
fn,sz,0
fn,tu,0
fn,ua,0
fn,uh,0
fn,uk,45333
fn,us,0
fr,ar,0
fr,au,0
fr,be,0
fr,br,0
fr,ch,0
fr,cl,0
fr,cn,0
fr,co,0
fr,cz,0
fr,dn,0
fr,fn,0
fr,fr,0
fr,ge,0
fr,hk,0
fr,hu,0
fr,id,0
fr,in,0
fr,it,0
fr,ja,0
fr,ko,0
fr,me,0
fr,ne,0
fr,no,0
fr,pe,0
fr,pl,0
fr,po,0
fr,ru,0
fr,sa,0
fr,si,0
fr,sp,0
fr,sw,0
fr,sz,0
fr,tu,0
fr,ua,0
fr,uh,0
fr,uk,2535201
fr,us,228735
ge,ar,0
ge,au,0
ge,be,0
ge,br,0
ge,ch,0
ge,cl,0
ge,cn,0
ge,co,0
ge,cz,0
ge,dn,0
ge,fn,0
ge,fr,0
ge,ge,0
ge,hk,0
ge,hu,0
ge,id,0
ge,in,0
ge,it,0
ge,ja,0
ge,ko,0
ge,me,0
ge,ne,0
ge,no,0
ge,pe,0
ge,pl,0
ge,po,0
ge,ru,0
ge,sa,0
ge,si,0
ge,sp,0
ge,sw,0
ge,sz,0
ge,tu,0
ge,ua,0
ge,uh,0
ge,uk,3142781
ge,us,206724
hk,ar,0
hk,au,0
hk,be,0
hk,br,0
hk,ch,0
hk,cl,0
hk,cn,0
hk,co,0
hk,cz,0
hk,dn,0
hk,fn,0
hk,fr,0
hk,ge,0
hk,hk,1202068
hk,hu,0
hk,id,0
hk,in,0
hk,it,0
hk,ja,96444
hk,ko,0
hk,me,0
hk,ne,0
hk,no,0
hk,pe,0
hk,pl,0
hk,po,0
hk,ru,0
hk,sa,0
hk,si,250495
hk,sp,0
hk,sw,0
hk,sz,0
hk,tu,0
hk,ua,0
hk,uh,0
hk,uk,0
hk,us,0
hu,ar,0
hu,au,0
hu,be,0
hu,br,0
hu,ch,0
hu,cl,0
hu,cn,0
hu,co,0
hu,cz,0
hu,dn,0
hu,fn,0
hu,fr,0
hu,ge,0
hu,hk,0
hu,hu,0
hu,id,0
hu,in,0
hu,it,0
hu,ja,0
hu,ko,0
hu,me,0
hu,ne,0
hu,no,0
hu,pe,0
hu,pl,0
hu,po,0
hu,ru,0
hu,sa,0
hu,si,0
hu,sp,0
hu,sw,0
hu,sz,0
hu,tu,0
hu,ua,0
hu,uh,0
hu,uk,60926
hu,us,0
id,ar,0
id,au,0
id,be,0
id,br,0
id,ch,0
id,cl,0
id,cn,0
id,co,0
id,cz,0
id,dn,0
id,fn,0
id,fr,0
id,ge,0
id,hk,47209
id,hu,0
id,id,0
id,in,0
id,it,0
id,ja,0
id,ko,0
id,me,0
id,ne,0
id,no,0
id,pe,0
id,pl,0
id,po,0
id,ru,0
id,sa,0
id,si,0
id,sp,0
id,sw,0
id,sz,0
id,tu,0
id,ua,0
id,uh,0
id,uk,0
id,us,0
in,ar,0
in,au,0
in,be,0
in,br,0
in,ch,0
in,cl,0
in,cn,0
in,co,0
in,cz,0
in,dn,0
in,fn,0
in,fr,0
in,ge,0
in,hk,0
in,hu,0
in,id,0
in,in,0
in,it,0
in,ja,0
in,ko,0
in,me,0
in,ne,0
in,no,0
in,pe,0
in,pl,0
in,po,0
in,ru,0
in,sa,0
in,si,0
in,sp,0
in,sw,0
in,sz,0
in,tu,0
in,ua,0
in,uh,0
in,uk,0
in,us,524876
it,ar,0
it,au,0
it,be,0
it,br,0
it,ch,0
it,cl,0
it,cn,0
it,co,0
it,cz,0
it,dn,0
it,fn,0
it,fr,0
it,ge,0
it,hk,0
it,hu,0
it,id,0
it,in,0
it,it,0
it,ja,0
it,ko,0
it,me,0
it,ne,0
it,no,0
it,pe,0
it,pl,0
it,po,0
it,ru,0
it,sa,0
it,si,0
it,sp,0
it,sw,0
it,sz,0
it,tu,0
it,ua,0
it,uh,0
it,uk,254454
it,us,161599
ja,ar,0
ja,au,0
ja,be,0
ja,br,0
ja,ch,0
ja,cl,0
ja,cn,0
ja,co,0
ja,cz,0
ja,dn,0
ja,fn,0
ja,fr,0
ja,ge,0
ja,hk,0
ja,hu,0
ja,id,0
ja,in,0
ja,it,0
ja,ja,0
ja,ko,0
ja,me,0
ja,ne,0
ja,no,0
ja,pe,0
ja,pl,0
ja,po,0
ja,ru,0
ja,sa,0
ja,si,348126
ja,sp,0
ja,sw,0
ja,sz,0
ja,tu,0
ja,ua,0
ja,uh,0
ja,uk,0
ja,us,848069
ko,ar,0
ko,au,0
ko,be,0
ko,br,0
ko,ch,0
ko,cl,0
ko,cn,0
ko,co,0
ko,cz,0
ko,dn,0
ko,fn,0
ko,fr,0
ko,ge,0
ko,hk,250674
ko,hu,0
ko,id,0
ko,in,0
ko,it,0
ko,ja,0
ko,ko,0
ko,me,0
ko,ne,0
ko,no,0
ko,pe,0
ko,pl,0
ko,po,0
ko,ru,0
ko,sa,0
ko,si,86917
ko,sp,0
ko,sw,0
ko,sz,0
ko,tu,0
ko,ua,0
ko,uh,0
ko,uk,0
ko,us,243440
me,ar,0
me,au,0
me,be,0
me,br,0
me,ch,0
me,cl,0
me,cn,0
me,co,0
me,cz,0
me,dn,0
me,fn,0
me,fr,0
me,ge,0
me,hk,0
me,hu,0
me,id,0
me,in,0
me,it,0
me,ja,0
me,ko,0
me,me,0
me,ne,0
me,no,0
me,pe,0
me,pl,0
me,po,0
me,ru,0
me,sa,0
me,si,0
me,sp,0
me,sw,0
me,sz,0
me,tu,0
me,ua,0
me,uh,0
me,uk,0
me,us,116712
ne,ar,0
ne,au,0
ne,be,0
ne,br,0
ne,ch,0
ne,cl,0
ne,cn,0
ne,co,0
ne,cz,0
ne,dn,0
ne,fn,0
ne,fr,0
ne,ge,0
ne,hk,0
ne,hu,0
ne,id,0
ne,in,0
ne,it,0
ne,ja,0
ne,ko,0
ne,me,0
ne,ne,0
ne,no,0
ne,pe,0
ne,pl,0
ne,po,0
ne,ru,0
ne,sa,0
ne,si,0
ne,sp,0
ne,sw,0
ne,sz,0
ne,tu,0
ne,ua,0
ne,uh,0
ne,uk,677214
ne,us,0
no,ar,0
no,au,0
no,be,0
no,br,0
no,ch,0
no,cl,0
no,cn,0
no,co,0
no,cz,0
no,dn,0
no,fn,0
no,fr,0
no,ge,0
no,hk,0
no,hu,0
no,id,0
no,in,0
no,it,0
no,ja,0
no,ko,0
no,me,0
no,ne,0
no,no,0
no,pe,0
no,pl,0
no,po,0
no,ru,0
no,sa,0
no,si,0
no,sp,0
no,sw,137243
no,sz,0
no,tu,0
no,ua,0
no,uh,0
no,uk,95885
no,us,0
pe,ar,0
pe,au,0
pe,be,0
pe,br,0
pe,ch,0
pe,cl,0
pe,cn,0
pe,co,0
pe,cz,0
pe,dn,0
pe,fn,0
pe,fr,0
pe,ge,0
pe,hk,0
pe,hu,0
pe,id,0
pe,in,0
pe,it,0
pe,ja,0
pe,ko,0
pe,me,0
pe,ne,0
pe,no,0
pe,pe,0
pe,pl,0
pe,po,0
pe,ru,0
pe,sa,0
pe,si,0
pe,sp,0
pe,sw,0
pe,sz,0
pe,tu,0
pe,ua,0
pe,uh,0
pe,uk,0
pe,us,312617
pl,ar,0
pl,au,0
pl,be,0
pl,br,0
pl,ch,0
pl,cl,0
pl,cn,0
pl,co,0
pl,cz,0
pl,dn,0
pl,fn,0
pl,fr,0
pl,ge,0
pl,hk,0
pl,hu,0
pl,id,0
pl,in,0
pl,it,0
pl,ja,0
pl,ko,0
pl,me,0
pl,ne,0
pl,no,0
pl,pe,0
pl,pl,0
pl,po,0
pl,ru,0
pl,sa,0
pl,si,0
pl,sp,0
pl,sw,0
pl,sz,0
pl,tu,0
pl,ua,0
pl,uh,0
pl,uk,144554
pl,us,0
po,ar,0
po,au,0
po,be,0
po,br,0
po,ch,0
po,cl,0
po,cn,0
po,co,0
po,cz,0
po,dn,0
po,fn,0
po,fr,0
po,ge,0
po,hk,0
po,hu,0
po,id,0
po,in,0
po,it,0
po,ja,0
po,ko,0
po,me,0
po,ne,0
po,no,0
po,pe,0
po,pl,0
po,po,0
po,ru,0
po,sa,0
po,si,0
po,sp,0
po,sw,0
po,sz,0
po,tu,0
po,ua,0
po,uh,0
po,uk,31404
po,us,0
ru,ar,0
ru,au,0
ru,be,0
ru,br,0
ru,ch,0
ru,cl,0
ru,cn,0
ru,co,0
ru,cz,0
ru,dn,0
ru,fn,0
ru,fr,0
ru,ge,0
ru,hk,0
ru,hu,0
ru,id,0
ru,in,0
ru,it,0
ru,ja,0
ru,ko,0
ru,me,0
ru,ne,0
ru,no,0
ru,pe,0
ru,pl,0
ru,po,0
ru,ru,0
ru,sa,0
ru,si,0
ru,sp,0
ru,sw,0
ru,sz,0
ru,tu,0
ru,ua,0
ru,uh,0
ru,uk,895191
ru,us,0
sa,ar,0
sa,au,0
sa,be,0
sa,br,0
sa,ch,0
sa,cl,0
sa,cn,0
sa,co,0
sa,cz,0
sa,dn,0
sa,fn,0
sa,fr,0
sa,ge,0
sa,hk,0
sa,hu,0
sa,id,0
sa,in,0
sa,it,0
sa,ja,0
sa,ko,0
sa,me,0
sa,ne,0
sa,no,0
sa,pe,0
sa,pl,0
sa,po,0
sa,ru,0
sa,sa,0
sa,si,0
sa,sp,0
sa,sw,0
sa,sz,0
sa,tu,0
sa,ua,0
sa,uh,0
sa,uk,125867
sa,us,0
si,ar,0
si,au,0
si,be,0
si,br,0
si,ch,0
si,cl,0
si,cn,0
si,co,0
si,cz,0
si,dn,0
si,fn,0
si,fr,0
si,ge,0
si,hk,1284993
si,hu,0
si,id,0
si,in,0
si,it,0
si,ja,0
si,ko,0
si,me,0
si,ne,0
si,no,0
si,pe,0
si,pl,0
si,po,0
si,ru,0
si,sa,0
si,si,569262
si,sp,0
si,sw,0
si,sz,0
si,tu,0
si,ua,0
si,uh,0
si,uk,0
si,us,0
sp,ar,0
sp,au,0
sp,be,0
sp,br,0
sp,ch,0
sp,cl,0
sp,cn,0
sp,co,0
sp,cz,0
sp,dn,0
sp,fn,0
sp,fr,0
sp,ge,0
sp,hk,0
sp,hu,0
sp,id,0
sp,in,0
sp,it,0
sp,ja,0
sp,ko,0
sp,me,0
sp,ne,0
sp,no,0
sp,pe,0
sp,pl,0
sp,po,0
sp,ru,0
sp,sa,0
sp,si,0
sp,sp,0
sp,sw,0
sp,sz,0
sp,tu,0
sp,ua,0
sp,uh,0
sp,uk,353427
sp,us,210999
sw,ar,0
sw,au,0
sw,be,0
sw,br,0
sw,ch,0
sw,cl,0
sw,cn,0
sw,co,0
sw,cz,0
sw,dn,0
sw,fn,0
sw,fr,0
sw,ge,0
sw,hk,0
sw,hu,0
sw,id,0
sw,in,0
sw,it,0
sw,ja,0
sw,ko,0
sw,me,0
sw,ne,0
sw,no,0
sw,pe,0
sw,pl,0
sw,po,0
sw,ru,0
sw,sa,0
sw,si,0
sw,sp,0
sw,sw,0
sw,sz,0
sw,tu,0
sw,ua,0
sw,uh,0
sw,uk,551725
sw,us,0
sz,ar,0
sz,au,0
sz,be,0
sz,br,0
sz,ch,0
sz,cl,0
sz,cn,0
sz,co,0
sz,cz,0
sz,dn,0
sz,fn,0
sz,fr,0
sz,ge,0
sz,hk,0
sz,hu,0
sz,id,0
sz,in,0
sz,it,0
sz,ja,0
sz,ko,0
sz,me,0
sz,ne,0
sz,no,0
sz,pe,0
sz,pl,0
sz,po,0
sz,ru,0
sz,sa,0
sz,si,0
sz,sp,0
sz,sw,0
sz,sz,0
sz,tu,0
sz,ua,0
sz,uh,0
sz,uk,0
sz,us,37166
tu,ar,0
tu,au,0
tu,be,0
tu,br,0
tu,ch,0
tu,cl,0
tu,cn,0
tu,co,0
tu,cz,0
tu,dn,0
tu,fn,0
tu,fr,0
tu,ge,0
tu,hk,0
tu,hu,0
tu,id,0
tu,in,0
tu,it,0
tu,ja,0
tu,ko,0
tu,me,0
tu,ne,0
tu,no,0
tu,pe,0
tu,pl,0
tu,po,0
tu,ru,0
tu,sa,0
tu,si,0
tu,sp,0
tu,sw,0
tu,sz,0
tu,tu,0
tu,ua,0
tu,uh,0
tu,uk,263061
tu,us,0
ua,ar,0
ua,au,0
ua,be,0
ua,br,0
ua,ch,0
ua,cl,0
ua,cn,0
ua,co,0
ua,cz,0
ua,dn,0
ua,fn,0
ua,fr,0
ua,ge,0
ua,hk,0
ua,hu,0
ua,id,0
ua,in,0
ua,it,0
ua,ja,0
ua,ko,0
ua,me,0
ua,ne,0
ua,no,0
ua,pe,0
ua,pl,0
ua,po,0
ua,ru,0
ua,sa,0
ua,si,0
ua,sp,0
ua,sw,0
ua,sz,0
ua,tu,0
ua,ua,0
ua,uh,0
ua,uk,203824
ua,us,0
uh,ar,0
uh,au,0
uh,be,0
uh,br,0
uh,ch,0
uh,cl,0
uh,cn,0
uh,co,0
uh,cz,0
uh,dn,0
uh,fn,0
uh,fr,0
uh,ge,0
uh,hk,0
uh,hu,0
uh,id,0
uh,in,0
uh,it,0
uh,ja,0
uh,ko,0
uh,me,0
uh,ne,0
uh,no,0
uh,pe,0
uh,pl,0
uh,po,0
uh,ru,0
uh,sa,0
uh,si,0
uh,sp,0
uh,sw,0
uh,sz,0
uh,tu,0
uh,ua,0
uh,uh,0
uh,uk,36953
uh,us,0
uk,ar,0
uk,au,0
uk,be,0
uk,br,0
uk,ch,0
uk,cl,0
uk,cn,0
uk,co,0
uk,cz,0
uk,dn,0
uk,fn,0
uk,fr,0
uk,ge,0
uk,hk,0
uk,hu,0
uk,id,0
uk,in,0
uk,it,0
uk,ja,0
uk,ko,0
uk,me,0
uk,ne,0
uk,no,0
uk,pe,0
uk,pl,0
uk,po,0
uk,ru,0
uk,sa,0
uk,si,0
uk,sp,0
uk,sw,0
uk,sz,0
uk,tu,0
uk,ua,0
uk,uh,0
uk,uk,4839587
uk,us,3378304
us,ar,28699
us,au,0
us,be,0
us,br,0
us,ch,0
us,cl,0
us,cn,0
us,co,0
us,cz,0
us,dn,0
us,fn,0
us,fr,0
us,ge,0
us,hk,0
us,hu,0
us,id,0
us,in,0
us,it,0
us,ja,0
us,ko,0
us,me,0
us,ne,0
us,no,0
us,pe,0
us,pl,0
us,po,0
us,ru,0
us,sa,0
us,si,76220
us,sp,0
us,sw,0
us,sz,0
us,tu,0
us,ua,0
us,uh,0
us,uk,0
us,us,44131637
